Id,Tables,Join Conditions,Predicates,Cardinality
41708,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,t.production_year,>,1977,ci.person_id,<,1650399,ci.role_id,=,2",1557
41709,movie_companies mc,,"mc.company_id,<,1564",761209
41710,movie_companies mc,,"mc.company_id,=,14890",940
41711,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,74404,mk.keyword_id,>,69021",1592221
41712,title t,,"t.kind_id,=,7,t.production_year,>,1917",1478438
41713,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,1976,mc.company_type_id,<,2,mk.keyword_id,=,1075",33
41714,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","mi.info_type_id,>,3",17044721
41715,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,=,1965",21542
41716,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,=,2011,mi_idx.info_type_id,>,99",1394039
41717,movie_companies mc,,"mc.company_id,<,1694,mc.company_type_id,<,2",551173
41718,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,679",744757
41719,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,>,2008,mc.company_type_id,=,1",225472
41720,cast_info ci,,"ci.person_id,=,3825803,ci.role_id,>,8",85
41721,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,=,2003,mc.company_id,<,11727,mc.company_type_id,<,2",627156
41722,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,>,1,mk.keyword_id,=,266",209669
41723,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,=,2004,mc.company_id,>,2962",15347
41724,title t,,"t.production_year,=,1915",7670
41725,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,=,1957,mi.info_type_id,=,7",10539
41726,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,1973,ci.person_id,<,2850488,ci.role_id,=,1",5662212
41727,movie_keyword mk,,"mk.keyword_id,<,67228",4317180
41728,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,>,1,t.production_year,>,2013,mc.company_id,>,19876,mc.company_type_id,=,2,ci.person_id,<,2989081,ci.role_id,>,2",876
41729,cast_info ci,,"ci.person_id,>,50594,ci.role_id,>,2",16008630
41730,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,4,mk.keyword_id,=,438",2880
41731,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mc.company_id,>,114",31873236
41732,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,>,1,t.production_year,<,2011,ci.person_id,>,312328,ci.role_id,=,2",7978998
41733,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,1,t.production_year,>,1968",24170557
41734,movie_companies mc,,"mc.company_id,>,74819,mc.company_type_id,=,2",488206
41735,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,=,2012,mk.keyword_id,=,3662",1
41736,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,mc.company_id,=,19,mc.company_type_id,=,1,ci.person_id,>,2617263,ci.role_id,>,2",48288
41737,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,=,2013,ci.person_id,>,1813812",498751
41738,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mi_idx.info_type_id,<,100,mk.keyword_id,=,13566",25
41739,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,7,t.production_year,>,0,mc.company_type_id,=,1",314718
41740,movie_keyword mk,,"mk.keyword_id,>,17808",1014314
41741,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,<,2012,mi.info_type_id,=,4",644558
41742,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,<,2011,ci.role_id,>,2",9951486
41743,title t,,"t.kind_id,=,1,t.production_year,>,1916",582960
41744,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,>,465",2099829
41745,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,1,t.production_year,=,2012,mc.company_id,<,98382,mc.company_type_id,=,2",14483
41746,movie_companies mc,,"mc.company_id,>,19316,mc.company_type_id,=,1",140407
41747,title t,,"t.kind_id,=,4,t.production_year,<,1995",13887
41748,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,17130,mc.company_type_id,<,2",1099992
41749,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,7,t.production_year,>,2001,mi_idx.info_type_id,=,100",71725
41750,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,180,mc.company_type_id,>,1",79530
41751,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,4,t.production_year,=,2005,ci.person_id,>,3447805,ci.role_id,=,10",32763
41752,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,1,t.production_year,<,2000,ci.role_id,=,2",3968634
41753,title t,,"t.kind_id,=,6,t.production_year,<,1995",5083
41754,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,=,2003",1271187
41755,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,1,t.production_year,<,1975,mi_idx.info_type_id,<,101",125112
41756,cast_info ci,,"ci.person_id,>,740452,ci.role_id,<,4",18031857
41757,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,2,t.production_year,=,2006,mi.info_type_id,<,15,mi_idx.info_type_id,<,101",100990
41758,cast_info ci,,"ci.person_id,>,2831296,ci.role_id,=,6",451555
41759,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,>,1989,mi.info_type_id,<,3",322549
41760,movie_keyword mk,,"mk.keyword_id,<,2868",1769171
41761,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.role_id,<,2,mk.keyword_id,=,11342",9901
41762,movie_companies mc,,"mc.company_id,>,302,mc.company_type_id,<,2",947061
41763,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,>,1042571,ci.role_id,=,2",4600737
41764,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,>,2008,mk.keyword_id,>,8998",2274261
41765,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,t.production_year,<,1958,mk.keyword_id,<,2436",234151
41766,movie_keyword mk,,"mk.keyword_id,=,309",3075
41767,movie_keyword mk,,"mk.keyword_id,>,24407",766129
41768,movie_keyword mk,,"mk.keyword_id,>,895",3565962
41769,movie_keyword mk,,"mk.keyword_id,>,3483",2544662
41770,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,>,2008,mi.info_type_id,=,104",1168
41771,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,1,t.production_year,<,2001",7916584
41772,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,=,2009,mi.info_type_id,<,107",9177101
41773,movie_keyword mk,,"mk.keyword_id,>,42241",410073
41774,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,>,16685,mc.company_type_id,>,1,ci.person_id,>,867896,ci.role_id,>,4",5743979
41775,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,4,t.production_year,>,0",351267177
41776,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,>,457709,mi.info_type_id,=,15",37772758
41777,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,7,t.production_year,>,2007,mc.company_id,<,3139,mc.company_type_id,=,2,mi_idx.info_type_id,>,99",25156
41778,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,7,t.production_year,=,2013,mi_idx.info_type_id,<,101",5512
41779,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,=,2003,mi.info_type_id,=,105",21
41780,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,2,t.production_year,>,0,ci.role_id,>,10",108773
41781,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,>,2011,ci.person_id,<,809742,ci.role_id,>,10",10255
41782,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.role_id,=,6,mi.info_type_id,>,16",1818213
41783,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mk.keyword_id,<,7739",20604874
41784,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,=,196,mc.company_type_id,<,2",291
41785,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,=,1957,ci.person_id,>,160554",106228
41786,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,=,2010",507191
41787,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,=,2012,mc.company_id,>,11096,mi.info_type_id,=,16",244692
41788,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,>,1979,mi.info_type_id,=,8",3731742
41789,cast_info ci,,"ci.person_id,>,1983897",16463457
41790,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,>,2005,mc.company_id,>,4031",12681524
41791,cast_info ci,,"ci.person_id,=,620878,ci.role_id,<,3",14
41792,cast_info ci,,"ci.person_id,<,1336423,ci.role_id,=,1",9810603
41793,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,2007,mc.company_id,<,11980,mc.company_type_id,<,2",13828267
41794,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,<,1968,mi.info_type_id,=,8",14024
41795,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,t.production_year,>,2007,mk.keyword_id,=,3395",6
41796,movie_keyword mk,,"mk.keyword_id,=,6493",364
41797,movie_keyword mk,,"mk.keyword_id,=,211",1628
41798,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,>,686",2013217
41799,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,>,2011,ci.person_id,>,104374",3366406
41800,cast_info ci,,"ci.person_id,>,2951232,ci.role_id,>,1",7165336
41801,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,ci.person_id,<,384770,ci.role_id,<,2",1218973
41802,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,3,t.production_year,<,2011",7619207
41803,movie_info mi,,"mi.info_type_id,<,102",14292353
41804,title t,,"t.kind_id,=,7,t.production_year,=,2003",43851
41805,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,11525,mc.company_type_id,=,1,mk.keyword_id,=,2762",3649
41806,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,1996,ci.person_id,>,950777,ci.role_id,=,1,mk.keyword_id,=,8259",394
41807,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,>,1,t.production_year,=,1999,mi.info_type_id,=,18",39199
41808,movie_keyword mk,,"mk.keyword_id,=,65541",8
41809,movie_companies mc,,"mc.company_id,=,12,mc.company_type_id,=,1",1084
41810,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,=,10661",207
41811,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,t.production_year,>,1989",9805541
41812,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_type_id,=,1,mi.info_type_id,=,16",7661951
41813,cast_info ci,,"ci.person_id,>,3424209,ci.role_id,>,2",3497639
41814,cast_info ci,,"ci.person_id,=,2994883",1
41815,cast_info ci,,"ci.person_id,=,1636105,ci.role_id,<,9",218
41816,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,7,mc.company_id,<,14890",519611
41817,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,=,2012,ci.person_id,<,1119376,ci.role_id,=,1",466312
41818,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,>,2002,mi.info_type_id,>,3",2410756
41819,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,>,2,t.production_year,<,1972",56163
41820,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_id,=,323,mc.company_type_id,=,2,mi.info_type_id,<,7",2808
41821,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,=,80355,mc.company_type_id,=,2",87
41822,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,=,1909",8331
41823,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,>,1,t.production_year,<,1994",432055
41824,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,=,1040178,ci.role_id,>,4",11
41825,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.production_year,<,2012,mc.company_id,<,64",287680
41826,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,=,78816",67
41827,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.production_year,<,1920,mi_idx.info_type_id,<,100",13976
41828,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,4,t.production_year,=,1921,ci.person_id,>,2057939,ci.role_id,<,3,mi_idx.info_type_id,=,100",550
41829,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,>,1980,mi_idx.info_type_id,=,100",350323
41830,cast_info ci,,"ci.person_id,<,405680",4212626
41831,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,=,1,t.production_year,=,1925,mi.info_type_id,>,6",254686
41832,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,<,1981,mi.info_type_id,>,2",3102739
41833,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,7,t.production_year,=,2011,mc.company_type_id,=,1",19824
41834,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,t.production_year,>,2010",1239644
41835,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.production_year,<,2005,ci.person_id,=,3889329",2
41836,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,<,7,t.production_year,=,2011,mc.company_id,=,3658",1
41837,movie_keyword mk,,"mk.keyword_id,>,33876",542255
41838,movie_keyword mk,,"mk.keyword_id,=,135",6303
41839,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,=,2612073",331
41840,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,3,t.production_year,>,1995,ci.person_id,>,2415970,ci.role_id,=,10",53585574
41841,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,=,1983,mc.company_id,<,343,mc.company_type_id,<,2",15670
41842,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,=,2009,mi_idx.info_type_id,=,100",20111
41843,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,mi.info_type_id,=,107",145
41844,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,1980,mi.info_type_id,<,7,mk.keyword_id,<,54236",25288691
41845,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,>,1972,mi.info_type_id,>,8,mi_idx.info_type_id,>,99",4748696
41846,cast_info ci,,"ci.person_id,>,328769,ci.role_id,<,2",10209703
41847,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,=,7,ci.person_id,=,2139966,ci.role_id,<,10",1129
41848,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,=,1968,mi.info_type_id,>,16",13319
41849,movie_keyword mk,,"mk.keyword_id,=,2837",2830
41850,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,t.production_year,>,1990",2263832
41851,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,2007,mi.info_type_id,>,16",67217537
41852,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,1967,mi_idx.info_type_id,<,100,mk.keyword_id,>,3658",379034
41853,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,3,t.production_year,>,2007,mc.company_id,<,4493,mk.keyword_id,>,47874",193406
41854,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,2219365",84733482
41855,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,=,11203,mi_idx.info_type_id,>,99",1420
41856,movie_companies mc,,"mc.company_id,>,25201",850312
41857,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,mc.company_id,>,3973",5460619
41858,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,2001",2524815
41859,movie_keyword mk,,"mk.keyword_id,=,11893",82
41860,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,=,1998,ci.role_id,<,2",231872
41861,title t,,"t.kind_id,=,7,t.production_year,<,1998",454234
41862,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,2,t.production_year,=,1914",9870
41863,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mk.keyword_id,=,8843",904
41864,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,=,1906",423
41865,movie_keyword mk,,"mk.keyword_id,>,9650",1595266
41866,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,1,t.production_year,=,2013,mc.company_id,>,56995",7007
41867,cast_info ci,,"ci.person_id,<,2657852,ci.role_id,>,2",5922105
41868,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,t.production_year,>,1945",3424307
41869,cast_info ci,,"ci.person_id,<,2135888",21146716
41870,movie_companies mc,,"mc.company_id,=,11586",249
41871,title t,,"t.kind_id,<,7,t.production_year,>,1958",786640
41872,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,2007,mi_idx.info_type_id,=,100,mk.keyword_id,<,3660",160271
41873,movie_keyword mk,,"mk.keyword_id,=,3328",395
41874,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,1,t.production_year,<,2002,mc.company_id,=,5898,mc.company_type_id,<,2",16
41875,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,<,2863300,ci.role_id,<,2",78775652
41876,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,<,7,t.production_year,=,1969,mc.company_id,<,12120",5405
41877,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,7,t.production_year,>,2008",155682
41878,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mk.keyword_id,>,19647",7621674
41879,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,>,7,mk.keyword_id,=,17666",3853
41880,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,=,2006,ci.person_id,>,1764343",8923650
41881,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,<,424,mi_idx.info_type_id,=,100",231029
41882,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.production_year,<,1997,mk.keyword_id,=,542",1277
41883,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,=,804764,ci.role_id,>,1",3
41884,cast_info ci,,"ci.person_id,<,265761",2766519
41885,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,1,t.production_year,<,1992,mi_idx.info_type_id,>,99",193551
